"Row.names" "Gene_Name" "FeatureStart" "FeatureEnd" "P1_nonsyn" "P2_nonsyn" "P1_syn" "P2_syn" "D_nonsyn" "D_syn" "exon_length" "length" "Dtotal" "Dn_cont" "Ds_cont" "Dtotal_cont" "dif_or_not" "dnds" "logFC" "logCPM" "PValue" "fdr" "Chromosome" "Bias"
"421" "SHLD3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.516118267523257 3.10537026829071 0.122595384999929 0.535878462636158 "Z" "Unbias"
"422" "SHOC1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.000465750817666764 5.72187773215211 0.99293047425217 1 "Z" "Unbias"
"423" "SIGMAR1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.02247600853587 6.45042813947577 0.896788957395576 0.999794398890881 "Z" "Unbias"
"424" "SKA1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0947506330331215 6.09905635460997 0.810118068573733 0.973528454165784 "Z" "Unbias"
"425" "SKP2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.234316608317455 4.09781313370821 0.291436358669558 0.737448464300784 "Z" "Unbias"
"426" "SLC1A1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.236869541546316 6.30358752226516 0.199917906976264 0.649998375342118 "Z" "Unbias"
"427" "SLC1A3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.358903666169306 5.01929218669185 0.300974699952151 0.744910767363865 "Z" "Unbias"
"428" "SLC24A2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0854964458394398 5.91932542564295 0.667721643497332 0.927119354866848 "Z" "Unbias"
"429" "SLC25A46" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.106488146754233 5.3493357233686 0.568264623078104 0.888180386070266 "Z" "Unbias"
"430" "SLC27A6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0576325527570334 5.34329342421884 0.80847760929566 0.973528454165784 "Z" "Unbias"
"431" "SLC28A3" "SLC28A3" 55363030 55400924 2 2 1 0 0 1 2543 37894 1 0 0.000393236335037357 0.000393236335037357 "DIF" 0 0.215576815960913 2.9141511932513 0.425675617716342 0.82162329442133 "Z" "Unbias"
"432" "SLC30A5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0350519067181237 6.90891167357898 0.813269181660027 0.973852849101253 "Z" "Unbias"
"433" "SLC38A9" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0389756390430967 3.58051250106504 0.867552687181077 0.991550206748439 "Z" "Unbias"
"434" "SLC44A1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.626427240227547 5.27159500026642 0.0185329713846623 0.226514391662809 "Z" "Unbias"
"435" "SLCO4C1" "SLCO4C1" 18711426 18738533 2 0 0 0 1 0 2851 27107 1 0.000350754121360926 0 0.000350754121360926 "DIF" 1 -0.670629390674067 6.37030086002361 1.40686261932675e-05 0.00178183154534591 "Z" "Unbias"
"436" "SLF1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.151548668845874 5.9872148397698 0.345168624620163 0.773490291258527 "Z" "Unbias"
"437" "SMAD2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0986286166151914 6.42865059189301 0.507800045671544 0.862865218101654 "Z" "Unbias"
"438" "SMARCA2" "SMARCA2" 62579399 62695750 1 0 5 0 1 1 6307 116351 2 0.000158553987632789 0.000158553987632789 0.000317107975265578 "DIF" 0.5 -0.184159554007865 6.7788947351502 0.211541759181563 0.663571279957182 "Z" "Unbias"
"439" "SMC2" "SMC2" 29074169 29095147 0 0 0 0 1 0 4271 20978 1 0.000234137204401779 0 0.000234137204401779 "DIF" 1 0.0995484591764621 7.67970904482428 0.566957798723375 0.887835878687673 "Z" "Unbias"
"440" "SMC5" "SMC5" 12041726 12081093 2 0 4 0 0 1 4806 39367 1 0 0.000208073241781107 0.000208073241781107 "DIF" 0 0.0441940305255159 7.89361152395662 0.758653435847203 0.958645379250588 "Z" "Unbias"
"441" "SMIM15" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0116881472318019 5.44614579308092 0.941834162000797 1 "Z" "Unbias"
"442" "SMU1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.16065518323999 6.21379081757568 0.29521643856566 0.739670042148104 "Z" "Unbias"
"443" "SNAPC3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0231106569934945 4.05032957198687 0.916685481385474 1 "Z" "Unbias"
"444" "SNX18" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.478848380747547 4.39992035977046 0.0638560449247172 0.402803093012535 "Z" "Unbias"
"445" "SNX2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.058316513246104 6.2353569853234 0.719607694862557 0.942377685988837 "Z" "Unbias"
"446" "SNX24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0458961287990333 3.28563585456753 0.872536596064283 0.993504442501949 "Z" "Unbias"
"447" "SNX30" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.233278873189538 4.54612596559195 0.251073517108487 0.702881323247054 "Z" "Unbias"
"448" "SPAG8" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.103784811030297 5.52698356199537 0.647143891842155 0.9209201797892 "Z" "Unbias"
"449" "SPEF2" "SPEF2" 44075347 44148014 1 1 2 0 3 0 10985 72667 3 0.000273099681383705 0 0.000273099681383705 "DIF" 3 0.159174252356904 6.70222266834357 0.297250463967186 0.741251969339686 "Z" "Unbias"
"450" "SPIN1" "SPIN1" 8069935 8131270 0 0 1 0 0 1 4959 61335 1 0 0.00020165355918532 0.00020165355918532 "DIF" 0 -0.204040244693691 7.5749381082585 0.142590519212591 0.574286637778761 "Z" "Unbias"
"451" "SPTLC1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.182161525169286 4.93698052994606 0.344887518467938 0.773264237887185 "Z" "Unbias"
"452" "SREK1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.254915431040845 6.75316470634995 0.098471306992322 0.49048494208573 "Z" "Unbias"
"453" "SREK1IP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.121495746967341 3.53754430296301 0.611022406355436 0.90772325306356 "Z" "Unbias"
"454" "SRFBP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0636624495442093 6.38539041445571 0.658918884166911 0.924217692899727 "Z" "Unbias"
"455" "SRP19" "SRP19" 22590602 22595136 0 0 0 0 0 1 643 4534 1 0 0.0015552099533437 0.0015552099533437 "DIF" 0 0.0376168835582226 6.08716123054907 0.812188338311928 0.973528454165784 "Z" "Unbias"
"456" "STARD4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.405888354029412 5.10806615045592 0.0824265810476408 0.450473665198517 "Z" "Unbias"
"457" "STOML2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.102124899674155 4.47810877529173 0.624459305875166 0.912626436877999 "Z" "Unbias"
"458" "SUB1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.155481426854375 6.10368660316218 0.346196925555234 0.774393161702696 "Z" "Unbias"
"459" "SUSD1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.309995603280115 4.45668859764282 0.148645594545286 0.583004200918941 "Z" "Unbias"
"460" "TAF1C" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.404591126789972 4.36498736062154 0.0669170254923497 0.40921689264042 "Z" "Unbias"
"461" "TARS1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0472964641008924 6.38847271878677 0.740917724613844 0.951182618851285 "Z" "Unbias"
"462" "TBC1D2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.105667157502286 4.98365932266274 0.617815628983777 0.910601867630324 "Z" "Unbias"
"463" "TBCA" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0426443066794732 6.42455834231077 0.816723551269555 0.974988049575455 "Z" "Unbias"
"464" "TDRD7" "TDRD7" 34384024 34430220 0 1 1 0 1 1 5734 46196 2 0.000174398325776073 0.000174398325776073 0.000348796651552145 "DIF" 0.5 0.207018283560352 7.97742018623325 0.171229744852373 0.616601177532001 "Z" "Unbias"
"465" "TENT2" "TENT2" 58444687 58491848 0 0 0 0 1 0 5840 47161 1 0.000171232876712329 0 0.000171232876712329 "DIF" 1 -0.013061261538734 4.40059291331136 0.960025018976763 1 "Z" "Unbias"
"466" "TESK1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.359209183348904 6.52440900305757 0.0418400194948259 0.334568154613405 "Z" "Unbias"
"467" "THAP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0687080677690589 7.46608203032704 0.657716555644651 0.924053879436806 "Z" "Unbias"
"468" "THBS4" "THBS4" 58276212 58321353 0 0 0 0 1 1 3230 45141 2 0.000309597523219814 0.000309597523219814 0.000619195046439629 "DIF" 0.5 0.184378944075517 6.12549212883236 0.255340510655058 0.706922311731926 "Z" "Unbias"
"469" "TJP2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0144690828640545 6.14575798518837 0.936517260861507 1 "Z" "Unbias"
"470" "TLN1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0583996344946238 7.87189267544659 0.737665827218394 0.950931498046016 "Z" "Unbias"
"471" "TMED7" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0997122295173863 7.86504366477933 0.522685958444133 0.870967021216662 "Z" "Unbias"
"472" "TMEM161B" "TMEM161B" 17124388 17166779 0 0 0 1 0 1 17349 42391 1 0 5.76402098103637e-05 5.76402098103637e-05 "DIF" 0 0.0588082658070082 6.04626785440322 0.72153217067031 0.943951379623252 "Z" "Unbias"
"473" "TMEM171" "TMEM171" 61216777 61228052 2 0 0 0 0 1 2290 11275 1 0 0.000436681222707424 0.000436681222707424 "DIF" 0 -0.314673611068215 2.31190931012801 0.342400828093858 0.771914122452648 "Z" "Unbias"
"474" "TMEM175" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.129443711624025 5.18417532396483 0.48631717291623 0.855853496315949 "Z" "Unbias"
"475" "TMEM267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.18835917451983 4.40334634680752 0.417466087151056 0.81758675540668 "Z" "Unbias"
"476" "TMEM8B" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.424943706518335 3.81017299332572 0.0761869840268679 0.434717882281784 "Z" "Unbias"
"477" "TMOD1" "TMOD1" 34352055 34378848 0 0 0 0 0 1 2893 26793 1 0 0.000345661942620118 0.000345661942620118 "DIF" 0 0.0466353026798691 3.76249954491954 0.859649066304414 0.988098859308426 "Z" "Unbias"
"478" "TNFAIP8" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.143260497515115 3.4065144100087 0.643810405718013 0.919125639263886 "Z" "Unbias"
"479" "TNPO1" "TNPO1" 61333539 61409064 3 0 1 1 1 0 9194 75525 1 0.000108766586904503 0 0.000108766586904503 "DIF" 1 0.077037224160315 6.71967333764744 0.58816466572045 0.897106714341602 "Z" "Unbias"
"480" "TOPORS" "TOPORS" 29752478 29757793 0 0 0 0 1 0 3741 5315 1 0.000267308206361935 0 0.000267308206361935 "DIF" 1 -0.239947976099048 5.96507161169959 0.146763969110011 0.580441345021617 "Z" "Unbias"
"481" "TPGS2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.16033622480467 4.1306633318179 0.498511174396808 0.859242504031329 "Z" "Unbias"
"482" "TPM2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.117272251486597 8.04686449720821 0.513902578377054 0.864955573093827 "Z" "Unbias"
"483" "TRAPPC13" "TRAPPC13" 53657297 53685764 0 0 0 0 1 0 6683 28467 1 0.000149633398174473 0 0.000149633398174473 "DIF" 1 -0.334327588426748 5.86026104243887 0.0522598990442852 0.367923300797744 "Z" "Unbias"
"484" "TRIM23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.054159927210511 5.25364192215487 0.776395326609057 0.963310113848163 "Z" "Unbias"
"485" "TRIM36" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.119756783685164 4.63432316543448 0.595783409055124 0.900937818978649 "Z" "Unbias"
"486" "TSTD2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.146166048332872 5.75038345561004 0.419687898732592 0.81885298820398 "Z" "Unbias"
"487" "TTC33" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.162554789544917 5.50810178399478 0.357884943001461 0.782076775229092 "Z" "Unbias"
"488" "TTC37" "TTC37" 14089091 14157563 10 1 20 0 2 2 6634 68472 4 0.000301477238468496 0.000301477238468496 0.000602954476936991 "DIF" 0.666666666666667 0.766213753399444 7.51724525094609 4.22242083966806e-07 0.000113229615586541 "Z" "Unbias"
"489" "TUSC1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0403805431754958 5.47754647641118 0.838414380800045 0.982576930643505 "Z" "Unbias"
"490" "TUT7" "TUT7" 11191396 11224524 8 0 15 0 1 0 6905 33128 1 0.000144822592324403 0 0.000144822592324403 "DIF" 1 -0.698924742647077 6.22672203316952 7.08759717756209e-06 0.00104778311608293 "Z" "Unbias"
"491" "TXN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0151397738282595 6.44914409151653 0.924855215174408 1 "Z" "Unbias"
"492" "UBAP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0408640744384232 6.0156599399293 0.806504952920297 0.973177554401689 "Z" "Unbias"
"493" "UBAP2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.708329619481809 9.57683545178272 1.2731228220377e-05 0.00166822491601327 "Z" "Unbias"
"494" "UBE2R2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.492979596681379 7.90724887981631 0.00102975922927352 0.0421100710530935 "Z" "Unbias"
"495" "UBQLN1" "UBQLN1" 55535439 55571637 1 0 0 0 2 0 7444 36198 2 0.000268672756582483 0 0.000268672756582483 "DIF" 2 0.177836630560253 8.37068538836061 0.228957633232955 0.680627128734246 "Z" "Unbias"
"496" "UGCG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.184274870397317 7.75605796767443 0.30921530518962 0.749060435178368 "Z" "Unbias"
"497" "UHRF2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.150876038611394 4.25040438161701 0.49586349236048 0.858831743506109 "Z" "Unbias"
"498" "UTP15" "UTP15" 61005293 61016569 1 0 0 2 0 3 2867 11276 3 0 0.00104638995465644 0.00104638995465644 "DIF" 0 -0.120803375085853 4.8389754667043 0.526728218094697 0.873836186628357 "Z" "Unbias"
"499" "VLDLR" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.0944667321438955 4.40814531721653 0.645539045038265 0.919839204840338 "Z" "Unbias"
"500" "VPS13A" "VPS13A" 57618036 57727092 3 0 0 0 5 2 14206 109056 7 0.00035196395889061 0.000140785583556244 0.000492749542446853 "DIF" 1.66666666666667 -0.0718622666549451 7.49250283475875 0.657524507851386 0.924038721245934 "Z" "Unbias"
"501" "WDR36" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.117180226326306 5.27525079125149 0.511113447957183 0.863791465395614 "Z" "Unbias"
"502" "WDR41" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0589166966129018 3.94335370155463 0.811047839189979 0.973528454165784 "Z" "Unbias"
"503" "WDR70" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.220713476648519 5.0603148026599 0.224503476732703 0.678248088042404 "Z" "Unbias"
"504" "XPA" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.309372329644726 6.34181485062002 0.0414050389368551 0.333641861621856 "Z" "Unbias"
"505" "ZDHHC21" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.330654594680356 4.11065495095473 0.153875962657196 0.590071075956145 "Z" "Unbias"
"506" "ZFAND5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA 0.372185555289932 9.40878259868327 0.00673182578274701 0.13595794066515 "Z" "Unbias"
"507" "ZFR" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0500045624005513 6.74463128447447 0.732525910330622 0.948647122614569 "Z" "Unbias"
"508" "ZNF131" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0293853857619483 4.67576025581715 0.909514593809894 1 "Z" "Unbias"
"509" "ZNF366" "ZNF366" 61478611 61514908 0 0 0 0 0 1 7938 36297 1 0 0.000125976316452507 0.000125976316452507 "DIF" 0 -0.677223663812146 5.11169660771605 0.0441697237657128 0.342515860620333 "Z" "Unbias"
"510" "ZNF367" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NOT" NA -0.0662564563548406 4.45629151564983 0.793465910458807 0.97014689995764 "Z" "Unbias"
"511" "ZSWIM6" "ZSWIM6" 52166179 52273151 1 0 0 0 0 2 19760 106972 2 0 0.000101214574898785 0.000101214574898785 "DIF" 0 -0.128750270013041 5.70100922918331 0.611105334622532 0.90772325306356 "Z" "Unbias"
